nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	WDSsep	name	
Nuniverse	Rp	Porb	Mp	ep	ip	Omegap	omegap	thetap	Abond	AgeomVIS	AgeomMIR	z	ap	rp	AngSep	maxAngSep	Fp	fp	Tp	Nstar	Rs	Ms	Ts	Ds	Stype	RA	Dec	lGal	bGal	WDSsep	name	
2	0.58852	136.00424	0.24411	0.00000	2.01388	1.42193	5.01106	2.38927	0.50498	0.14378	0.06950	3.74028	0.33455	0.33455	0.00998	0.01710	0.08063	0.02469	124.40448	961	0.30000	0.27000	3248.00000	19.56000	M	100.87406	-70.05573	280.63240	-26.04990	inf	L59-2
2	0.98605	125.72510	0.63380	0.00000	1.67530	1.66744	6.20436	1.03665	0.35358	0.35795	0.05081	0.78610	0.27938	0.27938	0.01275	0.02193	0.17982	0.02441	162.51361	962	0.41292	0.18400	3091.65820	12.74000	M	262.36384	-80.14925	312.98237	-23.32517	inf	L21-3
2	1.34655	3.32499	1.86368	0.00000	0.96328	0.58816	1.50140	5.03954	0.57635	0.26964	0.05091	6.30126	0.03676	0.03676	0.00342	0.00349	83.30787	0.22066	678.38789	963	0.69681	0.59911	4005.00000	10.52000	M	149.03613	62.78846	149.21813	44.35790	inf	BD+63869
2	0.98253	96.87614	1.13287	0.00000	0.96328	3.97212	2.97674	0.31497	0.17773	0.59972	0.03707	6.30126	0.34803	0.34803	0.03283	0.03308	0.92922	0.38211	260.21776	963	0.69681	0.59911	4005.00000	10.52000	M	149.03613	62.78846	149.21813	44.35790	inf	BD+63869
2	5.57881	224.08044	31.94982	0.00000	0.96328	2.67469	2.35932	1.32313	0.16199	0.43059	0.08313	6.30126	0.60871	0.60871	0.05244	0.05786	0.30376	0.55858	197.69669	963	0.69681	0.59911	4005.00000	10.52000	M	149.03613	62.78846	149.21813	44.35790	inf	BD+63869
2	1.23023	299.38724	1.39399	0.00000	1.66394	3.57849	4.96767	5.24581	0.30891	0.59829	0.07187	0.14449	0.64538	0.64538	0.04839	0.06837	0.04130	0.75485	114.39872	964	0.42554	0.40000	3204.35156	9.44000	M	144.00682	-21.66080	253.88466	22.08297	inf	L678-39
2	0.61124	1.31770	0.17517	0.00000	2.56157	0.99301	2.17302	6.06418	0.26251	0.10113	0.01795	606.82366	0.01338	0.01338	0.00104	0.00121	22.57216	0.10625	562.19355	965	0.21700	0.18400	3124.00000	11.03000	M	175.43598	42.75197	160.61252	68.91794	inf	Ross1003
2	0.78535	5.32404	0.44547	0.00000	2.56157	2.05230	5.08142	3.75826	0.15523	0.51527	0.01261	606.82366	0.03394	0.03394	0.00293	0.00308	3.50757	0.18167	365.16559	965	0.21700	0.18400	3124.00000	11.03000	M	175.43598	42.75197	160.61252	68.91794	inf	Ross1003
2	0.97757	308.06221	0.41000	0.00000	0.41663	4.42931	5.25184	4.48964	0.67282	0.41009	0.06155	360.25478	0.95316	0.95316	0.06622	0.06675	3.14944	0.38386	280.42071	966	1.44014	1.21706	6255.47607	14.28000	F	41.27583	-18.57262	200.83376	-62.52650	inf	*tau01Eri
2	0.89889	2.26479	0.71780	0.00000	2.18242	0.87513	1.44339	4.18126	0.60137	0.19561	0.03426	1.28331	0.01679	0.01679	0.00119	0.00138	6.10357	0.60968	347.61094	967	0.15600	0.12300	2976.00000	12.19000	M	197.55262	47.75519	114.08254	69.04922	inf	G177-25
2	1.81671	7.49922	3.61933	0.00000	2.18242	2.18753	4.85219	3.48301	0.02405	0.34768	0.00657	1.28331	0.03729	0.03729	0.00210	0.00306	1.23670	0.04372	291.72755	967	0.15600	0.12300	2976.00000	12.19000	M	197.55262	47.75519	114.08254	69.04922	inf	G177-25
2	0.51525	11.37109	0.08131	0.00000	2.18242	3.51680	1.02181	4.95367	0.60117	0.29020	0.01208	1.28331	0.04922	0.04922	0.00391	0.00404	0.70993	0.45213	203.02769	967	0.15600	0.12300	2976.00000	12.19000	M	197.55262	47.75519	114.08254	69.04922	inf	G177-25
2	0.59009	26.22376	0.15467	0.00000	2.18242	3.12842	3.71310	0.96898	0.64285	0.24280	0.06307	1.28331	0.08592	0.08592	0.00405	0.00705	0.23300	0.84179	149.48860	967	0.15600	0.12300	2976.00000	12.19000	M	197.55262	47.75519	114.08254	69.04922	inf	G177-25
2	1.07754	1.52068	1.20560	0.00000	2.34863	5.19977	5.66622	1.05797	0.39749	0.18175	0.02975	3.93524	0.02012	0.02012	0.00204	0.00214	73.33788	0.18109	717.59183	968	0.53285	0.47000	3282.43237	9.42000	M	146.12432	-45.77651	272.24310	5.66210	inf	CD-455378
2	2.72070	12.33638	5.83192	0.00000	2.34863	4.14649	2.35950	1.70625	0.09844	0.15742	0.04013	3.93524	0.08124	0.08124	0.00709	0.00862	4.49912	0.65561	394.98792	968	0.53285	0.47000	3282.43237	9.42000	M	146.12432	-45.77651	272.24310	5.66210	inf	CD-455378
2	0.78406	99.50051	0.73284	0.00000	2.34863	1.41744	3.22489	4.18460	0.01436	0.10662	0.06000	3.93524	0.32675	0.32675	0.02656	0.03469	0.27815	0.06517	201.39695	968	0.53285	0.47000	3282.43237	9.42000	M	146.12432	-45.77651	272.24310	5.66210	inf	CD-455378
2	0.62487	495.95404	0.16460	0.00000	2.34863	2.96165	0.08213	5.63105	0.17498	0.52098	0.07693	3.93524	0.95345	0.95345	0.09344	0.10122	0.03267	0.53437	112.77173	968	0.53285	0.47000	3282.43237	9.42000	M	146.12432	-45.77651	272.24310	5.66210	inf	CD-455378
2	0.51096	381.65899	0.12312	0.00000	2.66725	4.56263	0.60106	4.60485	0.28154	0.42356	0.08421	4.79494	0.58573	0.58573	0.02783	0.03040	0.01447	0.54555	88.86587	970	0.22725	0.18400	3213.66054	19.27000	M	324.37996	-10.24049	43.63272	-41.42423	inf	PMJ21375-1014
2	1.90257	32.90529	6.33642	0.00000	0.69779	4.29027	6.17121	4.00295	0.33099	0.30829	0.00220	2.01515	0.16366	0.16366	0.00807	0.00898	1.57568	0.56815	282.01988	971	0.54400	0.54000	3547.00000	18.23000	M	173.65816	-23.87088	281.18429	35.73635	inf	CD-2310062
2	2.21555	322.69789	16.45175	0.00000	0.69779	2.10057	2.75145	2.28620	0.32296	0.42049	0.03786	2.01515	0.74984	0.74984	0.03263	0.04113	0.07506	0.68379	132.14907	971	0.54400	0.54000	3547.00000	18.23000	M	173.65816	-23.87088	281.18429	35.73635	inf	CD-2310062
2	1.99538	312.03727	4.18489	0.00000	2.30784	0.05565	2.36358	2.35944	0.01672	0.48889	0.09348	2.29199	0.51213	0.51213	0.01832	0.02726	0.01594	0.78065	98.47967	972	0.24371	0.18400	2973.00000	18.79000	M	342.22745	18.33305	86.37932	-35.69730	inf	PMJ22489+1819
2	0.60885	4.16327	0.23419	0.00000	1.87628	1.85405	0.52517	3.65602	0.18691	0.56425	0.02370	13.21833	0.02253	0.02253	0.00124	0.00218	1.14274	0.84498	273.26001	973	0.11600	0.08800	2630.00000	10.34000	M	34.29174	35.44237	141.98653	-24.23727	inf	LP245-10
2	0.54453	5.54959	0.06888	0.00000	1.87628	5.41858	1.37014	1.38428	0.37482	0.58510	0.04660	13.21833	0.02729	0.02729	0.00246	0.00264	0.77895	0.15913	232.50540	973	0.11600	0.08800	2630.00000	10.34000	M	34.29174	35.44237	141.98653	-24.23727	inf	LP245-10
2	1.01509	65.56649	1.02127	0.00000	1.87628	1.87637	0.44450	3.50741	0.47280	0.54244	0.07624	13.21833	0.14155	0.14155	0.00990	0.01369	0.02895	0.74336	97.82563	973	0.11600	0.08800	2630.00000	10.34000	M	34.29174	35.44237	141.98653	-24.23727	inf	LP245-10
2	0.60352	79.74574	0.09599	0.00000	0.52974	4.88040	0.50031	5.74489	0.51819	0.16596	0.08928	2.87373	0.15493	0.15493	0.00883	0.00883	0.01168	0.32796	76.22746	974	0.10100	0.07800	2350.00000	17.54000	M	269.12346	-45.30624	346.87756	-10.10882	inf	DENISJ175629.6-451822
2	0.52604	28.71280	0.09599	0.00000	0.65647	0.47212	2.46115	3.04834	0.75932	0.45958	0.05930	116.89358	0.15790	0.15790	0.00777	0.00859	3.51537	0.56096	266.93600	975	0.58440	0.63694	4108.18359	18.39000	K	262.27732	-23.83611	2.33854	5.84950	inf	HD158233
2	0.61373	47.88608	0.16460	0.00000	0.65647	6.10028	6.00458	0.05954	0.15541	0.02050	0.05838	116.89358	0.22206	0.22206	0.01197	0.01208	1.77743	0.38743	308.08015	975	0.58440	0.63694	4108.18359	18.39000	K	262.27732	-23.83611	2.33854	5.84950	inf	HD158233
2	0.57785	5.68055	0.17884	0.00000	1.49505	0.56256	5.19633	1.92906	0.39837	0.39307	0.06452	226.60117	0.03544	0.03544	0.00188	0.00281	8.59711	0.03940	419.73455	976	0.38244	0.18400	3008.71729	12.59000	M	282.46336	-57.44683	338.52134	-22.39778	inf	L207-41
2	1.50937	140.63837	3.77263	0.00000	1.49505	5.23905	1.00944	4.54334	0.07806	0.00320	0.02161	226.60117	0.30106	0.30106	0.01785	0.02391	0.11914	0.72441	160.23091	976	0.38244	0.18400	3008.71729	12.59000	M	282.46336	-57.44683	338.52134	-22.39778	inf	L207-41
2	0.79289	397.07958	0.45481	0.00000	1.49505	2.17834	5.49180	3.19684	0.51266	0.47045	0.01262	226.60117	0.60140	0.60140	0.03548	0.04777	0.02986	0.05801	96.66553	976	0.38244	0.18400	3008.71729	12.59000	M	282.46336	-57.44683	338.52134	-22.39778	inf	L207-41
2	0.80924	0.66091	0.57137	0.00000	2.17406	4.04951	1.09847	3.80981	0.47045	0.57245	0.01140	0.19156	0.00739	0.00739	0.00031	0.00053	29.62830	0.83329	553.93223	977	0.15600	0.12300	2930.00000	13.87000	M	333.46027	-63.70278	326.59284	-45.51854	inf	WT887
2	0.76061	3.98776	0.37736	0.00000	2.17406	1.05177	2.89639	4.24092	0.44485	0.52669	0.08939	0.19156	0.02448	0.02448	0.00138	0.00176	2.69724	0.07146	307.88387	977	0.15600	0.12300	2930.00000	13.87000	M	333.46027	-63.70278	326.59284	-45.51854	inf	WT887
2	1.35285	11.15070	4.09898	0.00000	2.17406	4.64964	3.16736	5.44486	0.53916	0.47193	0.05283	0.19156	0.04858	0.04858	0.00281	0.00350	0.68468	0.07817	208.60024	977	0.15600	0.12300	2930.00000	13.87000	M	333.46027	-63.70278	326.59284	-45.51854	inf	WT887
2	3.44613	70.43610	10.64251	0.00000	2.17406	0.75617	4.78885	1.57130	0.72097	0.35781	0.06673	0.19156	0.16601	0.16601	0.01195	0.01197	0.05864	0.28729	99.54244	977	0.15600	0.12300	2930.00000	13.87000	M	333.46027	-63.70278	326.59284	-45.51854	inf	WT887
2	1.22567	171.36292	1.33734	0.00000	2.17406	0.89305	1.34868	6.08047	0.62157	0.44169	0.02894	0.19156	0.30030	0.30030	0.01431	0.02165	0.01792	0.03794	79.87022	977	0.15600	0.12300	2930.00000	13.87000	M	333.46027	-63.70278	326.59284	-45.51854	inf	WT887
2	1.37863	3.80502	2.24617	0.00000	1.72038	5.42168	4.64339	3.76905	0.71063	0.38300	0.03891	2.80710	0.02372	0.02372	0.00073	0.00134	2.87133	0.01962	265.72908	978	0.15600	0.12300	2930.00000	17.71000	M	249.25597	35.59579	57.72405	41.75380	inf	LP275-74
2	2.41363	88.54797	5.04378	0.00000	1.72038	4.62357	2.39538	2.26360	0.74565	0.33627	0.08445	2.80710	0.19337	0.19337	0.00173	0.01092	0.04322	0.98785	90.12099	978	0.15600	0.12300	2930.00000	17.71000	M	249.25597	35.59579	57.72405	41.75380	inf	LP275-74
2	1.49063	0.83144	3.13020	0.00000	1.25204	4.13190	3.03780	1.77953	0.33010	0.18384	0.00901	1.29303	0.01275	0.01275	0.00022	0.00066	122.37729	0.94835	837.49390	979	0.42100	0.40000	3341.00000	19.36000	M	202.96076	23.38899	12.88863	80.13335	inf	G150-7
2	2.28933	21.15815	7.17616	0.00000	1.25204	5.89025	3.46098	4.73937	0.73087	0.19560	0.03648	1.29303	0.11032	0.11032	0.00256	0.00570	1.63494	0.01053	226.68412	979	0.42100	0.40000	3341.00000	19.36000	M	202.96076	23.38899	12.88863	80.13335	inf	G150-7
2	2.36871	37.85253	4.45356	0.00000	1.25204	2.39315	5.84917	5.51867	0.57959	0.51170	0.01516	1.29303	0.16258	0.16258	0.00392	0.00840	0.75280	0.89642	208.75747	979	0.42100	0.40000	3341.00000	19.36000	M	202.96076	23.38899	12.88863	80.13335	inf	G150-7
2	2.66025	328.91216	13.37002	0.00000	1.25204	2.14159	0.86612	3.49593	0.35923	0.30118	0.00933	1.29303	0.68714	0.68714	0.01605	0.03549	0.04214	0.90266	112.82474	979	0.42100	0.40000	3341.00000	19.36000	M	202.96076	23.38899	12.88863	80.13335	inf	G150-7
2	2.02388	2.62342	13.09556	0.00000	2.19687	1.57322	2.59049	2.14849	0.17371	0.17741	0.00919	3.48649	0.01604	0.01604	0.00083	0.00141	1.29884	0.83514	283.28662	980	0.10400	0.08000	2420.00000	11.37000	M	84.85335	40.64523	169.35287	5.06424	inf	LSRJ0539+4038
2	1.18519	49.88849	1.51458	0.00000	2.19687	0.65036	4.94246	3.78264	0.15343	0.46603	0.04071	3.48649	0.11429	0.11429	0.00857	0.01005	0.02559	0.10181	106.77754	980	0.10400	0.08000	2420.00000	11.37000	M	84.85335	40.64523	169.35287	5.06424	inf	LSRJ0539+4038
2	2.11478	158.34162	6.46922	0.00000	2.19687	1.78729	5.05489	1.97479	0.09177	0.09726	0.09599	3.48649	0.24683	0.24683	0.01813	0.02171	0.00549	0.09271	73.94604	980	0.10400	0.08000	2420.00000	11.37000	M	84.85335	40.64523	169.35287	5.06424	inf	LSRJ0539+4038
2	1.13260	308.14525	2.02490	0.00000	2.19687	1.50886	0.71078	0.71866	0.50816	0.39750	0.04015	3.48649	0.38474	0.38474	0.02020	0.03384	0.00226	0.02666	50.80834	980	0.10400	0.08000	2420.00000	11.37000	M	84.85335	40.64523	169.35287	5.06424	inf	LSRJ0539+4038
2	1.42892	21.29524	1.98333	0.00000	2.10778	1.48468	2.70043	0.55150	0.25349	0.46809	0.06308	327.89946	0.07478	0.07478	0.00410	0.00412	0.28897	0.36705	189.68156	981	0.15600	0.12300	2930.00000	18.16000	M	194.85015	7.73190	308.85410	70.51203	inf	LP556-64
2	0.62915	106.13453	0.21112	0.00000	1.84385	0.78471	2.32736	2.65182	0.50105	0.48952	0.09437	21.47128	0.19515	0.19515	0.00503	0.01359	0.01523	0.93460	82.17632	982	0.11600	0.08800	2630.00000	14.36000	M	280.84219	40.67260	69.77187	18.71990	inf	LP229-30
2	5.19813	1.32986	21.10126	0.00000	0.32339	2.62391	5.09471	1.39922	0.59291	0.48107	0.01852	7.61419	0.01530	0.01530	0.00093	0.00094	113.63002	0.28578	725.85462	983	0.50994	0.27000	3264.00000	16.36000	M	106.10809	68.28879	147.25008	26.25031	inf	G250-33
2	0.72784	128.28575	0.41000	0.00000	0.32339	1.15640	0.40896	3.65897	0.41266	0.59318	0.04059	7.61419	0.32177	0.32177	0.01902	0.01967	0.25684	0.45566	173.45753	983	0.50994	0.27000	3264.00000	16.36000	M	106.10809	68.28879	147.25008	26.25031	inf	G250-33
2	0.60956	5.68764	0.09800	0.00000	1.94981	1.22721	3.62339	0.92422	0.64354	0.40398	0.04707	0.49178	0.04595	0.04595	0.00096	0.00239	10.63002	0.92372	388.32039	984	0.47407	0.40000	3244.68140	19.21000	M	336.25723	35.66880	92.24789	-18.33415	inf	Wolf1231
2	0.95200	20.73768	1.13287	0.00000	1.94981	4.53241	1.65870	3.95442	0.50853	0.19189	0.02465	0.49178	0.10885	0.10885	0.00463	0.00567	1.89422	0.66141	273.39168	984	0.47407	0.40000	3244.68140	19.21000	M	336.25723	35.66880	92.24789	-18.33415	inf	Wolf1231
2	1.48741	46.68969	5.48009	0.00000	1.94981	0.88438	3.80882	3.33476	0.24509	0.26659	0.01874	0.49178	0.18698	0.18698	0.00691	0.00973	0.64192	0.04901	232.21897	984	0.47407	0.40000	3244.68140	19.21000	M	336.25723	35.66880	92.24789	-18.33415	inf	Wolf1231
2	2.86624	106.77661	10.86556	0.00000	1.94981	0.67491	3.29038	0.70746	0.35600	0.36901	0.02191	0.49178	0.32457	0.32457	0.01204	0.01690	0.21305	0.75142	169.39229	984	0.47407	0.40000	3244.68140	19.21000	M	336.25723	35.66880	92.24789	-18.33415	inf	Wolf1231
2	1.69264	252.06980	2.02490	0.00000	1.94981	6.18384	2.53566	4.86997	0.11858	0.13039	0.02059	0.49178	0.57545	0.57545	0.01638	0.02996	0.06778	0.01988	137.60053	984	0.47407	0.40000	3244.68140	19.21000	M	336.25723	35.66880	92.24789	-18.33415	inf	Wolf1231
2	1.04797	3.93878	0.76388	0.00000	0.78276	4.52370	4.38560	0.49617	0.71830	0.04435	0.08153	10.60923	0.02776	0.02776	0.00121	0.00168	5.14884	0.74647	305.44186	985	0.21700	0.18400	3110.00000	16.55000	M	284.91960	-63.45614	332.44751	-24.97464	inf	L159-126
2	2.81530	6.47448	9.01530	0.00000	0.78276	1.04098	1.91387	0.76174	0.53964	0.57146	0.07840	10.60923	0.03867	0.03867	0.00222	0.00234	2.65411	0.17600	292.62312	985	0.21700	0.18400	3110.00000	16.55000	M	284.91960	-63.45614	332.44751	-24.97464	inf	L159-126
2	4.20393	2.15210	19.42121	0.00000	0.75938	1.09865	0.61306	0.02785	0.52227	0.53572	0.08847	4.64679	0.02972	0.02972	0.00152	0.00166	358.85752	0.13986	1007.11779	986	0.78053	0.75590	4902.00000	17.86000	K	81.56141	-32.50476	236.24290	-31.17497	inf	HD35854
2	1.13212	89.35809	1.61182	0.00000	0.75938	4.29279	3.51374	4.70347	0.03744	0.33313	0.00007	4.64679	0.35635	0.35635	0.01527	0.01995	2.49590	0.06507	346.51128	986	0.78053	0.75590	4902.00000	17.86000	K	81.56141	-32.50476	236.24290	-31.17497	inf	HD35854
2	2.50515	9.28157	4.36214	0.00000	2.11289	6.12610	1.85291	1.61571	0.57923	0.29554	0.03276	2.15571	0.06369	0.06369	0.00364	0.00378	5.68657	0.46803	346.16140	987	0.43642	0.40000	3405.00000	16.83000	M	327.06362	27.92834	80.70021	-19.55297	inf	G188-26
2	2.00206	65.80799	5.59494	0.00000	2.11289	1.41071	4.41641	5.88324	0.27525	0.59610	0.03355	2.15571	0.23506	0.23506	0.01052	0.01397	0.41748	0.71869	206.42476	987	0.43642	0.40000	3405.00000	16.83000	M	327.06362	27.92834	80.70021	-19.55297	inf	G188-26
2	2.06834	102.68641	4.64220	0.00000	2.11289	5.44087	0.38093	2.29833	0.52495	0.12455	0.04561	2.15571	0.31623	0.31623	0.01736	0.01879	0.23067	0.15080	160.13534	987	0.43642	0.40000	3405.00000	16.83000	M	327.06362	27.92834	80.70021	-19.55297	inf	G188-26
2	3.75264	80.37473	13.65024	0.00000	1.57224	2.73794	1.82021	4.37158	0.12080	0.10486	0.04569	174.22553	0.23560	0.23560	0.01187	0.01192	0.16704	0.36527	172.29723	988	0.30000	0.27000	3270.00000	19.76000	M	318.43662	36.58101	81.63190	-8.28219	inf	PMJ21137+3634
2	2.51779	301.58718	1.68009	0.00000	1.57224	3.59497	3.98403	4.39930	0.51642	0.09756	0.09505	174.22553	0.56890	0.56890	0.01454	0.02879	0.02865	0.01530	95.48661	988	0.30000	0.27000	3270.00000	19.76000	M	318.43662	36.58101	81.63190	-8.28219	inf	PMJ21137+3634
2	3.07596	54.62146	7.48011	0.00000	0.66149	0.48081	2.99293	1.69339	0.67831	0.45177	0.00617	295.27240	0.18211	0.18211	0.00904	0.01145	0.31387	0.68751	156.89215	989	0.30000	0.27000	3366.00000	15.90000	M	333.14977	8.55323	70.11424	-37.53369	inf	Wolf1014
2	0.86015	93.73847	0.62079	0.00000	0.66149	3.72782	3.02432	0.88953	0.50849	0.10330	0.03446	295.27240	0.26104	0.26104	0.01483	0.01642	0.15276	0.56234	145.69318	989	0.30000	0.27000	3366.00000	15.90000	M	333.14977	8.55323	70.11424	-37.53369	inf	Wolf1014
2	1.04397	267.52774	0.66065	0.00000	0.66149	5.62017	4.88959	3.74074	0.02833	0.01779	0.01444	295.27240	0.52522	0.52522	0.02969	0.03303	0.03773	0.13026	121.79202	989	0.30000	0.27000	3366.00000	15.90000	M	333.14977	8.55323	70.11424	-37.53369	inf	Wolf1014
2	1.31855	2.06756	3.93242	0.00000	0.51454	0.16217	5.50093	6.11498	0.41193	0.57302	0.05608	257.00579	0.02053	0.02053	0.00299	0.00326	31.01064	0.54441	575.16082	990	0.39369	0.27000	3110.40649	6.30000	M	229.86178	-7.72227	354.07763	40.01870	inf	BD-074003
2	1.42624	10.47431	3.19580	0.00000	0.51454	3.80935	0.37623	0.55025	0.48675	0.13190	0.04762	257.00579	0.06056	0.06056	0.00884	0.00961	3.56414	0.14655	323.68647	990	0.39369	0.27000	3110.40649	6.30000	M	229.86178	-7.72227	354.07763	40.01870	inf	BD-074003
2	0.79504	73.77457	0.43633	0.00000	0.51454	0.26317	6.20630	2.46686	0.34394	0.38675	0.00776	257.00579	0.22252	0.22252	0.03327	0.03532	0.26399	0.16844	179.54979	990	0.39369	0.27000	3110.40649	6.30000	M	229.86178	-7.72227	354.07763	40.01870	inf	BD-074003
2	0.69539	145.34814	0.34018	0.00000	0.51454	5.14334	2.81221	3.57191	0.28667	0.51864	0.05596	257.00579	0.34970	0.34970	0.05544	0.05551	0.10688	0.29391	146.25269	990	0.39369	0.27000	3110.40649	6.30000	M	229.86178	-7.72227	354.07763	40.01870	inf	BD-074003
2	1.27730	497.04114	4.64220	0.00000	0.51454	3.99310	5.60051	0.99668	0.17503	0.40747	0.07444	257.00579	0.79376	0.79376	0.12453	0.12599	0.02075	0.24599	100.66901	990	0.39369	0.27000	3110.40649	6.30000	M	229.86178	-7.72227	354.07763	40.01870	inf	BD-074003
2	0.66700	0.81160	0.49415	0.00000	1.58387	2.97424	5.55787	0.45809	0.41749	0.28413	0.04530	4.30379	0.01101	0.01101	0.00080	0.00082	79.95836	0.46149	727.10392	992	0.30000	0.27000	3306.00000	13.35000	M	167.96559	33.53645	190.21057	67.64231	inf	V*CWUMa
2	1.16143	26.45305	1.98333	0.00000	1.58387	4.24482	5.96214	0.77528	0.06793	0.06564	0.00024	4.30379	0.11231	0.11231	0.00756	0.00841	0.76799	0.13010	256.00875	992	0.30000	0.27000	3306.00000	13.35000	M	167.96559	33.53645	190.21057	67.64231	inf	V*CWUMa
2	0.50215	282.29468	0.15150	0.00000	1.58387	3.17501	1.02848	3.90314	0.68937	0.04395	0.05703	4.30379	0.54437	0.54437	0.00888	0.04078	0.03269	0.97710	88.35051	992	0.30000	0.27000	3306.00000	13.35000	M	167.96559	33.53645	190.21057	67.64231	inf	V*CWUMa
2	1.75977	1.24784	7.02884	0.00000	1.44373	3.75617	3.56267	0.59151	0.69532	0.53375	0.09061	0.61873	0.02570	0.02570	0.00093	0.00172	8555.41363	0.86048	1988.72390	994	1.66957	1.45422	6887.40479	14.96000	F	89.10122	-14.16770	219.75528	-18.47139	inf	*etaLep
2	0.56915	4.45592	0.10006	0.00000	1.44373	1.30825	1.08238	2.91976	0.67041	0.23630	0.01717	0.61873	0.06004	0.06004	0.00265	0.00401	1567.49320	0.78961	1326.93482	994	1.66957	1.45422	6887.40479	14.96000	F	89.10122	-14.16770	219.75528	-18.47139	inf	*etaLep
2	0.54136	7.13149	0.07641	0.00000	1.44373	1.85001	4.00452	4.60114	0.54961	0.14092	0.06736	0.61873	0.08216	0.08216	0.00378	0.00549	837.30055	0.04399	1226.51236	994	1.66957	1.45422	6887.40479	14.96000	F	89.10122	-14.16770	219.75528	-18.47139	inf	*etaLep
2	0.99323	10.47298	0.88325	0.00000	1.44373	6.06446	0.15648	1.10693	0.14231	0.45453	0.08033	0.61873	0.10614	0.10614	0.00231	0.00710	501.60429	0.00383	1267.58337	994	1.66957	1.45422	6887.40479	14.96000	F	89.10122	-14.16770	219.75528	-18.47139	inf	*etaLep
2	1.99750	46.79285	4.73949	0.00000	1.44373	0.09917	0.99885	2.47307	0.33618	0.15492	0.04403	0.61873	0.28794	0.28794	0.01822	0.01925	68.16305	0.49580	721.86041	994	1.66957	1.45422	6887.40479	14.96000	F	89.10122	-14.16770	219.75528	-18.47139	inf	*etaLep
2	1.40472	101.74328	2.44048	0.00000	1.53708	2.64617	4.52319	2.55626	0.44184	0.17838	0.04269	0.52835	0.24261	0.24261	0.00966	0.01380	0.06743	0.04650	122.59027	995	0.21700	0.18400	3110.00000	17.58000	M	167.20600	39.92019	175.31178	65.21662	inf	LP214-42
2	2.36517	87.66094	4.94024	0.00000	2.51171	4.76529	2.97520	3.73547	0.31188	0.22490	0.00574	7.05139	0.28457	0.28457	0.01458	0.01503	0.49107	0.20574	212.20563	996	0.58578	0.40000	3367.71924	18.93000	M	170.02544	-10.49631	269.37969	46.33999	inf	LP733-99
2	3.22504	0.73193	7.32656	0.00000	1.52044	1.08711	4.45471	1.15380	0.47498	0.13862	0.03162	662.28035	0.01294	0.01294	0.00063	0.00081	560.43103	0.69448	1152.73200	997	0.69211	0.54000	3840.63916	15.94000	M	185.47531	42.13389	142.94183	73.82736	inf	HD107596
2	0.59177	2.80931	0.18259	0.00000	1.52044	4.35505	2.99491	6.03049	0.47936	0.31928	0.00742	662.28035	0.03173	0.03173	0.00183	0.00199	93.25666	0.14845	734.69778	997	0.69211	0.54000	3840.63916	15.94000	M	185.47531	42.13389	142.94183	73.82736	inf	HD107596
2	3.08913	109.52629	13.37002	0.00000	1.52044	5.99349	4.57990	4.60105	0.77074	0.00272	0.03660	662.28035	0.36485	0.36485	0.02221	0.02289	0.70543	0.20705	176.50237	997	0.69211	0.54000	3840.63916	15.94000	M	185.47531	42.13389	142.94183	73.82736	inf	HD107596
2	0.60895	194.16117	0.22938	0.00000	1.52044	5.18345	4.03822	2.50504	0.64737	0.17986	0.08472	662.28035	0.53441	0.53441	0.03240	0.03353	0.32880	0.20045	162.41072	997	0.69211	0.54000	3840.63916	15.94000	M	185.47531	42.13389	142.94183	73.82736	inf	HD107596
2	3.02675	5.59226	7.32656	0.00000	0.98796	3.22257	3.72913	5.21281	0.71556	0.18170	0.04994	0.19880	0.03507	0.03507	0.00262	0.00284	2.96128	0.14872	266.63764	998	0.21700	0.18400	3044.00000	12.34000	M	145.25855	22.02454	208.86106	46.66152	inf	Ross92
2	4.34857	83.14060	16.45175	0.00000	0.98796	5.27464	1.66165	4.88850	0.72364	0.58255	0.00183	0.19880	0.21206	0.21206	0.01676	0.01718	0.08100	0.21594	107.65862	998	0.21700	0.18400	3044.00000	12.34000	M	145.25855	22.02454	208.86106	46.66152	inf	Ross92
2	7.32998	442.34577	35.44121	0.00000	0.98796	3.67410	3.66626	2.43492	0.35301	0.58366	0.00035	0.19880	0.64628	0.64628	0.05177	0.05237	0.00872	0.39751	76.28216	998	0.21700	0.18400	3044.00000	12.34000	M	145.25855	22.02454	208.86106	46.66152	inf	Ross92
2	0.53449	0.66162	0.11099	0.00000	1.97050	5.06961	0.28499	5.04017	0.27071	0.22478	0.08673	2.76845	0.00961	0.00961	0.00038	0.00058	100.91659	0.79076	815.21122	999	0.30000	0.27000	3273.40695	16.63000	M	80.44968	17.34289	186.88858	-10.83259	inf	PSS418-2
2	1.73657	4.78337	4.83882	0.00000	1.97050	1.48315	5.82185	4.05795	0.79075	0.02835	0.02810	2.76845	0.03591	0.03591	0.00197	0.00216	7.21880	0.54719	308.55728	999	0.30000	0.27000	3273.40695	16.63000	M	80.44968	17.34289	186.88858	-10.83259	inf	PSS418-2
